ID,Image,Name,Nickname,Game,Archetype,Position,Element,Team,Power,Control,Technique,Pressure,Physical,Agility,Intelligence,Total,Age group,School year,Gender,Role
850,https://dxi4wb638ujep.cloudfront.net/1/k/v/m/vmt5kqxcqps.png,Erhard Blower,Blower,Inazuma Eleven,Counter-attack,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
851,https://dxi4wb638ujep.cloudfront.net/1/k/b/k/bk20-r4vxjm.png,Jack Tradesman,Trades,Inazuma Eleven,Tension,FW,Mountain,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
852,https://dxi4wb638ujep.cloudfront.net/1/k/w/m/wmhvtuevcqk.png,Rufus Judge,Judge,Inazuma Eleven,Justice,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
853,https://dxi4wb638ujep.cloudfront.net/1/k/q/j/qjkgazrnpwu.png,Ace Fettick,Fettick,Inazuma Eleven,Bond,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
854,https://dxi4wb638ujep.cloudfront.net/1/k/h/l/hlvbtmnded8.png,Lance Lotts,Lotts,Inazuma Eleven,Rough Play,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
855,https://dxi4wb638ujep.cloudfront.net/1/k/j/q/jqsddvfxbf8.png,Attley Hightable,Hightable,Inazuma Eleven,Rough Play,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
856,https://dxi4wb638ujep.cloudfront.net/1/k/s/c/scj8uq5ls2u.png,Jim Nastick,Nastick,Inazuma Eleven,Rough Play,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
857,https://dxi4wb638ujep.cloudfront.net/1/k/y/t/ytaj93mdzwk.png,Theo Riser,Riser,Inazuma Eleven,Bond,MF,Fire,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
858,https://dxi4wb638ujep.cloudfront.net/1/k/d/f/dfxoqiq50lm.png,Weldon Wrought,Wrought,Inazuma Eleven,Bond,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
859,https://dxi4wb638ujep.cloudfront.net/1/k/3/v/3vowhfpbtak.png,Seymour Senary,Senary,Inazuma Eleven,Counter-attack,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Male,Player
860,https://dxi4wb638ujep.cloudfront.net/1/k/g/h/gh_rm6ph-pm.png,Finn Carper,Carper,Inazuma Eleven,Bond,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
861,https://dxi4wb638ujep.cloudfront.net/1/k/i/v/ivwaizlub8k.png,Herc Bigsby,Bigsby,Inazuma Eleven,Rough Play,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
862,https://dxi4wb638ujep.cloudfront.net/1/k/5/h/5hb7pmduspm.png,Bramley Cox,Cox,Inazuma Eleven,Bond,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
863,https://dxi4wb638ujep.cloudfront.net/1/k/z/o/zoiocr2mzv8.png,Mitch Hett,Hett,Inazuma Eleven,Breach,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
864,https://dxi4wb638ujep.cloudfront.net/1/k/o/a/oatvxuqc0cu.png,Mo Zarella,Zarella,Inazuma Eleven,Counter-attack,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
865,https://dxi4wb638ujep.cloudfront.net/1/k/q/h/qhuzf3cwxau.png,Scout Messenger,Messenger,Inazuma Eleven,Tension,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
866,https://dxi4wb638ujep.cloudfront.net/1/k/b/j/bjlsyikkcp8.png,Paul Chucker,Chucker,Inazuma Eleven,Rough Play,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
867,https://dxi4wb638ujep.cloudfront.net/1/k/7/m/7mgnhvrcpjm.png,Andy Wallpole,Wallpole,Inazuma Eleven,Counter-attack,MF,Fire,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
868,https://dxi4wb638ujep.cloudfront.net/1/k/k/o/ko3gmq34e6k.png,Solomon Justice,Justice,Inazuma Eleven,Rough Play,MF,Forest,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 9,Male,Player
869,https://dxi4wb638ujep.cloudfront.net/1/k/-/k/-kie9n0ajfm.png,Mark Tinney,Tinney,Inazuma Eleven,Counter-attack,MF,Mountain,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
870,https://dxi4wb638ujep.cloudfront.net/1/k/p/m/pm5_qysgo2k.png,Archy Medez,Medez,Inazuma Eleven,Bond,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
871,https://dxi4wb638ujep.cloudfront.net/1/k/h/k/hkiykzbpvae.png,Jay Pan,Pan,Inazuma Eleven,Breach,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
872,https://dxi4wb638ujep.cloudfront.net/1/k/q/m/qmttnm9tcps.png,Jonah Troutman,Troutman,Inazuma Eleven,Bond,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
873,https://dxi4wb638ujep.cloudfront.net/1/k/w/j/wjwm07ib3jc.png,Carl Nivor,Nivor,Inazuma Eleven,Bond,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
874,https://dxi4wb638ujep.cloudfront.net/1/k/b/l/blbhzeuha60.png,Phil Occifer,Occifer,Inazuma Eleven,Breach,MF,Forest,Unaffiliated,141,152,149,123,124,113,135,937,Middle School,Grade 9,Male,Player
875,https://dxi4wb638ujep.cloudfront.net/1/k/d/q/dqgb3d8nf80.png,Noah Gerkin,Gerkin,Inazuma Eleven,Breach,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
876,https://dxi4wb638ujep.cloudfront.net/1/k/y/c/yc36aia3ypc.png,Colin Eager,Eager,Inazuma Eleven,Tension,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
877,https://dxi4wb638ujep.cloudfront.net/1/k/j/f/jflukajfqce.png,Nick Crew,Crew,Inazuma Eleven,Rough Play,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
878,https://dxi4wb638ujep.cloudfront.net/1/k/x/v/xva2vnknnjs.png,Ivor Parrot,Parrot,Inazuma Eleven,Bond,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
879,https://dxi4wb638ujep.cloudfront.net/1/k/m/h/mhrx4ysdgqe.png,Matthew Pencil,Pencil,Inazuma Eleven,Rough Play,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 9,Male,Player
880,https://dxi4wb638ujep.cloudfront.net/1/k/a/5/a59gb3fxhd0.png,Ropert Chapp,Chapp,Inazuma Eleven,Rough Play,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
881,https://dxi4wb638ujep.cloudfront.net/1/k/r/r/rrmn2i5tmwc.png,Hal LeButt,LeButt,Inazuma Eleven,Counter-attack,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
882,https://dxi4wb638ujep.cloudfront.net/1/k/l/-/l-vslvml5qs.png,Al Chemmy,Chemmy,Inazuma Eleven,Justice,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
883,https://dxi4wb638ujep.cloudfront.net/1/k/6/w/6weziqqfuje.png,Rob Zervatory,Observer,Inazuma Eleven,Rough Play,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
884,https://dxi4wb638ujep.cloudfront.net/1/k/4/3/43zvmz4zrle.png,Joe Stick,Stick,Inazuma Eleven,Justice,MF,Fire,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 9,Male,Player
885,https://dxi4wb638ujep.cloudfront.net/1/k/j/f/jfoolmej8ws.png,Nick Turine,Turine,Inazuma Eleven,Bond,DF,Forest,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
886,https://dxi4wb638ujep.cloudfront.net/1/k/p/w/pwl7yrrbj2c.png,Marc O'Lepsy,O'Lepsy,Inazuma Eleven,Rough Play,DF,Forest,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
887,https://dxi4wb638ujep.cloudfront.net/1/k/y/y/yy6a1un7kf0.png,Jim Makegood,Makegood,Inazuma Eleven,Rough Play,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
888,https://dxi4wb638ujep.cloudfront.net/1/k/s/y/syfcejozd6c.png,Vin Spinner,Spinner,Inazuma Eleven,Counter-attack,DF,Wind,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
889,https://dxi4wb638ujep.cloudfront.net/1/k/d/a/da0jpcojuj0.png,Grew Driver,Driver,Inazuma Eleven,Bond,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
890,https://dxi4wb638ujep.cloudfront.net/1/k/z/y/zyvuzdhqplu.png,Ed Dupee,Dupee,Inazuma Eleven,Rough Play,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
891,https://dxi4wb638ujep.cloudfront.net/1/k/c/a/caepeihqiw8.png,Hank Shortman,Shortman,Inazuma Eleven,Bond,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
892,https://dxi4wb638ujep.cloudfront.net/1/k/i/1/i196n_yyx2m.png,Aaron Peacy,Peacy,Inazuma Eleven,Rough Play,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
893,https://dxi4wb638ujep.cloudfront.net/1/k/t/d/tdmbgaui6fk.png,Harvey Sweats,Sweats,Inazuma Eleven,Counter-attack,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
894,https://dxi4wb638ujep.cloudfront.net/1/k/r/8/r8lhozgo_dk.png,Harry Overton,Overton,Inazuma Eleven,Bond,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
895,https://dxi4wb638ujep.cloudfront.net/1/k/g/u/gu6mjmg0swm.png,Archie Tate,Tate,Inazuma Eleven,Bond,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
896,https://dxi4wb638ujep.cloudfront.net/1/k/a/7/a7ztw7v8nq8.png,Neville List,List,Inazuma Eleven,Justice,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
897,https://dxi4wb638ujep.cloudfront.net/1/k/x/t/xtoydezgkju.png,Lee Dorr,Dorr,Inazuma Eleven,Bond,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
898,https://dxi4wb638ujep.cloudfront.net/1/k/f/5/f5xqsjwktc8.png,Sam Which,Which,Inazuma Eleven,Tension,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
899,https://dxi4wb638ujep.cloudfront.net/1/k/0/r/0rmlb2weavu.png,Dwight Self,Self,Inazuma Eleven,Justice,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
900,https://dxi4wb638ujep.cloudfront.net/1/k/6/5/65pav_8r_68.png,Shep Shank,Shank,Inazuma Eleven,Tension,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
901,https://dxi4wb638ujep.cloudfront.net/1/k/l/r/lryhcaarsju.png,Dylan Swan,Swan,Inazuma Eleven,Justice,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
902,https://dxi4wb638ujep.cloudfront.net/1/k/r/-/r-7urdvznpk.png,Theo Bernoulli,Bernoulli,Inazuma Eleven,Bond,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
903,https://dxi4wb638ujep.cloudfront.net/1/k/a/w/awk18ijjkam.png,Sul Tarner,Tarner,Inazuma Eleven,Rough Play,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
904,https://dxi4wb638ujep.cloudfront.net/1/k/y/3/y3nps7bppcm.png,Silas Scrooge,Scrooge,Inazuma Eleven,Counter-attack,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
905,https://dxi4wb638ujep.cloudfront.net/1/k/p/f/pf8i_e91ivk.png,Mario Nette,Nette,Inazuma Eleven,Tension,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
906,https://dxi4wb638ujep.cloudfront.net/1/k/j/w/jwf9szi9xpu.png,Telly Fonbocks,Fonbocks,Inazuma Eleven,Bond,MF,Fire,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
907,https://dxi4wb638ujep.cloudfront.net/1/k/4/y/4yucbmuh688.png,Bones Size,Size,Inazuma Eleven,Rough Play,DF,Forest,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
908,https://dxi4wb638ujep.cloudfront.net/1/k/m/y/myrewrtlddu.png,Frank Koshar,Koshar,Inazuma Eleven,Tension,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
909,https://dxi4wb638ujep.cloudfront.net/1/k/9/a/9agldulfww8.png,Keifer Tiliser,Tiliser,Inazuma Eleven,Tension,DF,Fire,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
910,https://dxi4wb638ujep.cloudfront.net/1/k/t/y/ty7ohvcwrcc.png,Jak Hammerslam,Hammer,Inazuma Eleven,Breach,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
911,https://dxi4wb638ujep.cloudfront.net/1/k/i/a/iakjqqks8v0.png,Rob Freeby,Freeby,Inazuma Eleven,Rough Play,FW,Mountain,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
912,https://dxi4wb638ujep.cloudfront.net/1/k/c/1/c1p853rkjpe.png,Chris Talise,Talise,Inazuma Eleven,Tension,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
913,https://dxi4wb638ujep.cloudfront.net/1/k/z/d/zdydui3ek8s.png,Derek Longhand,Longhand,Inazuma Eleven,Bond,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
914,https://dxi4wb638ujep.cloudfront.net/1/k/x/8/x8fb6rlyh6s.png,Manny Gerry,Gerry,Inazuma Eleven,Counter-attack,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
915,https://dxi4wb638ujep.cloudfront.net/1/k/a/u/auugxudimje.png,Des Count,Count,Inazuma Eleven,Breach,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
916,https://dxi4wb638ujep.cloudfront.net/1/k/g/7/g7nvez2a5p0.png,Rocky Rollans,Rollans,Inazuma Eleven,Bond,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
917,https://dxi4wb638ujep.cloudfront.net/1/k/r/t/rt80pmq6uac.png,Shaun Staid,Staid,Inazuma Eleven,Justice,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
918,https://dxi4wb638ujep.cloudfront.net/1/k/l/5/l5dsybtyzl0.png,Heath Freke,Freke,Inazuma Eleven,Counter-attack,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
919,https://dxi4wb638ujep.cloudfront.net/1/k/u/r/uryn1-1iewc.png,Olly Gammy,Gammy,Inazuma Eleven,Counter-attack,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
920,https://dxi4wb638ujep.cloudfront.net/1/k/-/v/-vn_p-rqg9u.png,Aidan Model,Model,Inazuma Eleven,Breach,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Male,Player
921,https://dxi4wb638ujep.cloudfront.net/1/k/p/9/p9weebnqno8.png,Mick Thatcher,Thatcher,Inazuma Eleven,Justice,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
922,https://dxi4wb638ujep.cloudfront.net/1/k/v/s/vs1rxc4i4um.png,Owen Greenfield,Greenfield,Inazuma Eleven,Counter-attack,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
923,https://dxi4wb638ujep.cloudfront.net/1/k/e/6/e6ek6jeyvdk.png,Charlie Krelborn,Krelborn,Inazuma Eleven,Breach,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
924,https://dxi4wb638ujep.cloudfront.net/1/k/c/b/cbdwu6m0qbk.png,Rory Circles,Circles,Inazuma Eleven,Bond,MF,Mountain,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
925,https://dxi4wb638ujep.cloudfront.net/1/k/t/z/tzy35fqo9om.png,Barry Sterr,Sterr,Inazuma Eleven,Rough Play,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
926,https://dxi4wb638ujep.cloudfront.net/1/k/n/c/ncrcqyfgii8.png,John Baird,Baird,Inazuma Eleven,Bond,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
927,https://dxi4wb638ujep.cloudfront.net/1/k/8/0/80gjhn58l7u.png,Tyson Moodey,Moodey,Inazuma Eleven,Counter-attack,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
928,https://dxi4wb638ujep.cloudfront.net/1/k/i/e/ief72q6ece8.png,Al Istatin,Istatin,Inazuma Eleven,Justice,MF,Fire,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
929,https://dxi4wb638ujep.cloudfront.net/1/k/5/2/52uabvckv3u.png,Paddy Popper,Popper,Inazuma Eleven,Bond,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
930,https://dxi4wb638ujep.cloudfront.net/1/k/x/e/xe1xbuvtob0.png,Dwayne Woo,Woo,Inazuma Eleven,Tension,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
931,https://dxi4wb638ujep.cloudfront.net/1/k/m/2/m2e2srzxjoc.png,Pete Sadow,Sadow,Inazuma Eleven,Bond,MF,Fire,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
932,https://dxi4wb638ujep.cloudfront.net/1/k/g/z/gznd_2gfwis.png,Troy Glodight,Glodight,Inazuma Eleven,Justice,DF,Mountain,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
933,https://dxi4wb638ujep.cloudfront.net/1/k/3/x/3xwisjgl77e.png,Chris Hypogee,Hypogee,Inazuma Eleven,Rough Play,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
934,https://dxi4wb638ujep.cloudfront.net/1/k/1/q/1qr-8qyj-9e.png,Connor Bation,Bation,Inazuma Eleven,Rough Play,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
935,https://dxi4wb638ujep.cloudfront.net/1/k/e/4/e4gfrvuztos.png,Rhys Masher,Masher,Inazuma Eleven,Breach,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
936,https://dxi4wb638ujep.cloudfront.net/1/k/k/x/kxdqcyh7muc.png,Charlie Shearing,Shearing,Inazuma Eleven,Rough Play,DF,Forest,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
937,https://dxi4wb638ujep.cloudfront.net/1/k/v/_/v_ylvnhbld0.png,Al Mannack,Mannack,Inazuma Eleven,Tension,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
938,https://dxi4wb638ujep.cloudfront.net/1/k/h/v/hvnteaejsic.png,Nathan Weyton,Weyton,Inazuma Eleven,Rough Play,DF,Wind,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
939,https://dxi4wb638ujep.cloudfront.net/1/k/q/9/q98yz_izbr0.png,Simon Stryker,Stryker,Inazuma Eleven,Justice,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
940,https://dxi4wb638ujep.cloudfront.net/1/k/q/h/qhw5pn-pjs8.png,Will Bayeux,Bayeux,Inazuma Eleven,Breach,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
941,https://dxi4wb638ujep.cloudfront.net/1/k/h/j/hjbyeyytohu.png,Thomas Ediston,Ediston,Inazuma Eleven,Breach,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
942,https://dxi4wb638ujep.cloudfront.net/1/k/b/m/bmitxftb7bk.png,Aubry Dient,Dient,Inazuma Eleven,Tension,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
943,https://dxi4wb638ujep.cloudfront.net/1/k/w/o/wotm66lhwym.png,Les Tarrant,Tarrant,Inazuma Eleven,Bond,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
944,https://dxi4wb638ujep.cloudfront.net/1/k/y/v/yvuqujznt0m.png,Sim Cope,Cope,Inazuma Eleven,Counter-attack,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
945,https://dxi4wb638ujep.cloudfront.net/1/k/d/h/dhlx5c_3-hk.png,Cal O'Rees,O'Rees,Inazuma Eleven,Tension,DF,Mountain,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
946,https://dxi4wb638ujep.cloudfront.net/1/k/j/o/jogeqbk_lnu.png,Ringo Spinning,Spinning,Inazuma Eleven,Breach,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
947,https://dxi4wb638ujep.cloudfront.net/1/k/s/a/sa3lh-sfmu8.png,Dec O'Rator,O'Rator,Inazuma Eleven,Counter-attack,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
948,https://dxi4wb638ujep.cloudfront.net/1/k/m/q/mqi92zvnbru.png,Pat Shinko,Shinko,Inazuma Eleven,Tension,DF,Fire,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
949,https://dxi4wb638ujep.cloudfront.net/1/k/x/c/xc5cbmjdsy8.png,Ryan Ferry,Ferry,Inazuma Eleven,Bond,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 9,Male,Player
950,https://dxi4wb638ujep.cloudfront.net/1/k/5/q/5qirbnaun0c.png,Les Belisha,Belisha,Inazuma Eleven,Counter-attack,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
951,https://dxi4wb638ujep.cloudfront.net/1/k/i/c/ictwsymugh0.png,Tim Crochett,Crochett,Inazuma Eleven,Rough Play,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
952,https://dxi4wb638ujep.cloudfront.net/1/k/z/f/zfbksq1c4us.png,Jack Nimble,Nimble,Inazuma Eleven,Rough Play,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
953,https://dxi4wb638ujep.cloudfront.net/1/k/b/k/bkg48jnw9ss.png,Patch Upright,Upright,Inazuma Eleven,Breach,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
954,https://dxi4wb638ujep.cloudfront.net/1/k/q/m/qm3zr2bkqhe.png,Joe Nalist,Nalist,Inazuma Eleven,Bond,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
955,https://dxi4wb638ujep.cloudfront.net/1/k/k/j/kjuscr0clb0.png,Esau Fagus,Fagus,Inazuma Eleven,Breach,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
956,https://dxi4wb638ujep.cloudfront.net/1/k/7/l/7llnvus4iyc.png,Braden Bakewell,Bakewell,Inazuma Eleven,Rough Play,FW,Mountain,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 9,Male,Player
957,https://dxi4wb638ujep.cloudfront.net/1/k/p/h/phavezravn0.png,Virgil Lantis,Lantis,Inazuma Eleven,Tension,FW,Mountain,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
958,https://dxi4wb638ujep.cloudfront.net/1/k/-/j/-jr0zm3gc-c.png,Norm Drilling,Drilling,Inazuma Eleven,Tension,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Male,Player
959,https://dxi4wb638ujep.cloudfront.net/1/k/w/h/whk_dvdv9r0.png,Kurt Tweedy,Tweedy,Inazuma Eleven,Breach,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
960,https://dxi4wb638ujep.cloudfront.net/1/k/b/j/bjvewq7vqyc.png,Solomon Osaka,Osaka,Inazuma Eleven,Counter-attack,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
961,https://dxi4wb638ujep.cloudfront.net/1/k/h/m/hm2rjnonl4s.png,Pike Tucker,Tucker,Inazuma Eleven,Tension,FW,Fire,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
962,https://dxi4wb638ujep.cloudfront.net/1/k/q/o/qohkoyodile.png,Gary Osoto,Osoto,Inazuma Eleven,Bond,DF,Wind,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
963,https://dxi4wb638ujep.cloudfront.net/1/k/s/v/svawgr6xnne.png,Dec Orum,Orum,Inazuma Eleven,Justice,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
964,https://dxi4wb638ujep.cloudfront.net/1/k/j/h/jhx3nuclg-s.png,Alan Carte,Carte,Inazuma Eleven,Rough Play,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
965,https://dxi4wb638ujep.cloudfront.net/1/k/d/o/doscejpdvec.png,Morgan Iser,Iser,Inazuma Eleven,Counter-attack,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
